id,datetime,sentiment,text,tokens...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885579818875670000,13/07/2017 19:20,0.8,Great bilateral meetings at Élysée Palace w/ President @EmmanuelMacron. The friendship between our two nations and ourselves is unbreakable. https://t.co/IOSoC0MdPv,great,bilateral,meetings,at,élysée,palace,w,president,@emmanuelmacron,the,friendship,between,our,two,nations,and,ourselves,is,unbreakable,http://...,,,,,,,,,
885769944482414000,14/07/2017 7:56,0.8,"Great evening with President @EmmanuelMacron &amp, Mrs. Macron. Went to Eiffel Tower for dinner. Relationship with France stronger than ever. https://t.co/ib1pdUYoEU",great,evening,with,president,@emmanuelmacron,&,mrs,macron,went,to,eiffel,tower,for,dinner,relationship,with,france,stronger,than,ever,http://...,,,,,,,,
885770227514052000,14/07/2017 7:57,-0.458333333,"Republicans Senators are working hard to get their failed ObamaCare replacement approved. I will be at my desk, pen in hand!",republicans,senators,are,working,hard,to,get,their,failed,obamacare,replacement,approved,i,will,be,at,my,desk,pen,in,hand,,,,,,,,
885772254017187000,14/07/2017 8:05,0,"So impt Rep Senators, under leadership of @SenateMajLdr McConnell get healthcare plan approved. After 7yrs of O'Care disaster, must happen!",so,impt,rep,senators,under,leadership,of,@senatemajldr,mcconnell,get,healthcare,plan,approved,after,7yrs,of,ocare,disaster,must,happen,,,,,,,,,
885772727315030000,14/07/2017 8:07,0,"After all of these years of suffering thru ObamaCare, Republican Senators must come through as they have promised!",after,all,of,these,years,of,suffering,thru,obamacare,republican,senators,must,come,through,as,they,have,promised,,,,,,,,,,,
885773130723205000,14/07/2017 8:09,0.331349206,.@VP Mike Pence is working hard on HealthCare and getting our wonderful Republican Senators to do what is right for the people.,@vp,mike,pence,is,working,hard,on,healthcare,and,getting,our,wonderful,republican,senators,to,do,what,is,right,for,the,people,,,,,,,
885817217455140000,14/07/2017 11:04,0.495833333,It was a great honor to represent the United States at the magnificent #BastilleDay parade. Congratulations President @EmmanuelMacron! https://t.co/1J4vZiy98y,it,was,a,great,honor,to,represent,the,united,states,at,the,magnificent,#bastilleday,parade,congratulations,president,@emmanuelmacron,http://...,,,,,,,,,,
885856351557210000,14/07/2017 13:39,0.6,"The United States mourns for the victims of Nice, France. We pledge our solidarity with France against terror. 🇺🇸🇫🇷 https://t.co/7irbz08oT3",the,united,states,mourns,for,the,victims,of,nice,france,we,pledge,our,solidarity,with,france,against,terror,🇺🇸🇫🇷,http://...,,,,,,,,,
885858247277727000,14/07/2017 13:47,0.35,"Great conversations with President @EmmanuelMacron and his representatives on trade, military and security.",great,conversations,with,president,@emmanuelmacron,and,his,representatives,on,trade,military,and,security,,,,,,,,,,,,,,,,
885865609971605000,14/07/2017 14:16,0.259090909,"Left Paris for U.S.A. Will be heading to New Jersey and attending the#USWomensOpen, their most important tournament, this afternoon.",left,paris,for,usa,will,be,heading,to,new,jersey,and,attending,the,#uswomensopen,their,most,important,tournament,this,afternoon,,,,,,,,,
885988016912838000,14/07/2017 22:22,0.575,"Just landed from Paris, France. It was an incredible visit with President @EmmanuelMacron. A lot discussed and accomplished in two days!",just,landed,from,paris,france,it,was,an,incredible,visit,with,president,@emmanuelmacron,a,lot,discussed,and,accomplished,in,two,days,,,,,,,,
885992108565291000,14/07/2017 22:39,0,"President @EmmanuelMacron,Thank you for inviting Melania and myself to such a historic celebration in France. #BastilleDay #14juillet https://t.co/KZjJQOo0H1",president,@emmanuelmacronthank,you,for,inviting,melania,and,myself,to,such,a,historic,celebration,in,france,#bastilleday,#14juillet,http://...,,,,,,,,,,,
886036222308757000,15/07/2017 1:34,0.25,Honored to serve as Commander-in-Chief to the courageous men and women of our U.S. Armed Forces. A grateful nation thanks you! https://t.co/wERNV7J4oO,honored,to,serve,as,commander-in-chief,to,the,courageous,men,and,women,of,our,us,armed,forces,a,grateful,nation,thanks,you,http://...,,,,,,,
886058483392622000,15/07/2017 3:02,0.129166667,"I will be at the @USGA #USWomensOpen in Bedminster, NJ tomorrow. Big crowds expected &amp, the women are playing great-should be very exciting!",i,will,be,at,the,@usga,#uswomensopen,in,bedminster,nj,tomorrow,big,crowds,expected,&,the,women,are,playing,great-should,be,very,exciting,,,,,,
886259363412926000,15/07/2017 16:21,0.368181818,Stock Market at new all-time high! Working on new trade deals that will be great for U.S. and its workers!,stock,market,at,new,all-time,high,working,on,new,trade,deals,that,will,be,great,for,us,and,its,workers,,,,,,,,,
886261674029854000,15/07/2017 16:30,0.29,"Stock Market hit another all-time high yesterday - despite the Russian hoax story! Also, jobs numbers are starting to look very good!",stock,market,hit,another,all-time,high,yesterday,-,despite,the,russian,hoax,story,also,jobs,numbers,are,starting,to,look,very,good,,,,,,,
886262474277888000,15/07/2017 16:33,0,Will be at the Women's U.S. Open today!,will,be,at,the,womens,us,open,today,,,,,,,,,,,,,,,,,,,,,
886283456644251000,15/07/2017 17:56,0,Next week the Senate is going to vote on legislation to save Americans from the ObamaCare DISASTER. #WeeklyAddress🇺🇸 https://t.co/xjVDkgo1NK,next,week,the,senate,is,going,to,vote,on,legislation,to,save,americans,from,the,obamacare,disaster,#weeklyaddress🇺🇸,http://...,,,,,,,,,,
